Tiempo (s)	Voltaje (V)
48.654000	1.658488
48.655000	2.087962
48.656000	2.927916
48.657000	2.124664
48.658000	1.204868
48.659000	0.641142
48.660000	0.776037
48.661000	0.290544
48.662000	1.144986
48.663000	1.032949
48.664000	1.201004
48.665000	3.498081
48.666000	3.799421
48.667000	3.189014
48.668000	1.973028
48.669000	2.543836
48.670000	0.768632
48.671000	0.771208
48.672000	0.918659
48.673000	1.549671
48.674000	1.324631
48.675000	1.439243
48.676000	0.373606
48.677000	0.575787
48.678000	0.483389
48.679000	1.280525
48.680000	0.851050
48.681000	0.305354
48.682000	0.400327
48.683000	0.776681
48.684000	1.204224
48.685000	1.300163
48.686000	0.970814
48.687000	0.254164
48.688000	0.892581
48.689000	0.374250
48.690000	0.300524
48.691000	0.462463
48.692000	0.276701
48.693000	0.421254
48.694000	0.409986
48.695000	0.278310
48.696000	0.318553
48.697000	0.592528
48.698000	1.022647
48.699000	1.350387
48.700000	1.121484
48.701000	1.302095
48.702000	0.942483
48.703000	0.607016
48.704000	0.808232
48.705000	0.809519
48.706000	1.567056
48.707000	0.486931
48.708000	1.852943
48.709000	1.955965
48.710000	2.060597
48.711000	1.378396
48.712000	0.725170
48.713000	0.314046
48.714000	0.255130
48.715000	0.400971
48.716000	0.689756
48.717000	0.444756
48.718000	0.378113
48.719000	0.400327
48.720000	0.370708
48.721000	0.489506
48.722000	0.702634
48.723000	0.786339
48.724000	0.468258
48.725000	0.585124
48.726000	0.409020
48.727000	0.427371
48.728000	0.396142
48.729000	0.499808
48.730000	0.558402
48.731000	0.390347
48.732000	0.447009
48.733000	0.296339
48.734000	0.532003
48.735000	0.447009
48.736000	0.269618
48.737000	0.257062
48.738000	0.255774
48.739000	0.385518
48.740000	0.428659
48.741000	0.616996
48.742000	0.536832
48.743000	0.354933
48.744000	0.221648
48.745000	0.393245
48.746000	0.409986
48.747000	0.368133
48.748000	0.401615
48.749000	0.423829
48.750000	0.311471
48.751000	0.227765
48.752000	0.255774
48.753000	0.363304
48.754000	0.392279
48.755000	0.509467
48.756000	0.664644
48.757000	0.644684
48.758000	0.591885
48.759000	0.671727
48.760000	0.620216
48.761000	0.513330
48.762000	0.330465
48.763000	0.236136
48.764000	0.395820
48.765000	0.225833
48.766000	0.239677
48.767000	0.345919
48.768000	0.252555
48.769000	0.979184
48.770000	0.711004
48.771000	0.538120
48.772000	0.444434
48.773000	0.541661
48.774000	0.357831
48.775000	0.270584
48.776000	0.400971
48.777000	0.742555
48.778000	0.596714
48.779000	0.992384
48.780000	0.969204
48.781000	0.547456
48.782000	0.375538
48.783000	0.251267
48.784000	0.340446
48.785000	0.340446
48.786000	0.481458
48.787000	0.460853
48.788000	0.395820
48.789000	0.375538
48.790000	0.438639
48.791000	0.358475
48.792000	0.343987
48.793000	0.561944
48.794000	0.544559
48.795000	0.441214
48.796000	0.373928
48.797000	0.248369
48.798000	0.229697
48.799000	0.233882
48.800000	0.254808
48.801000	0.381011
48.802000	0.408054
48.803000	0.271228
48.804000	0.288291
48.805000	0.218751
48.806000	0.368455
48.807000	0.206195
48.808000	0.235170
48.809000	0.262535
48.810000	0.290544
48.811000	0.245472
48.812000	0.335616
48.813000	0.503994
48.814000	0.571280
48.815000	0.907712
48.816000	0.659815
48.817000	0.344309
48.818000	0.208770
48.819000	0.261569
48.820000	0.350426
48.821000	0.430590
48.822000	0.300846
48.823000	0.558402
48.824000	0.642430
48.825000	0.323061
48.826000	0.222614
48.827000	0.297949
48.828000	0.275091
48.829000	0.317588
48.830000	0.314368
48.831000	0.268008
48.832000	0.389381
48.833000	0.406766
48.834000	0.421576
48.835000	0.220038
48.836000	0.230984
48.837000	0.212634
48.838000	0.429302
48.839000	0.210702
48.840000	0.351714
48.841000	0.261569
48.842000	0.413527
48.843000	0.447653
48.844000	0.565807
48.845000	0.623113
48.846000	0.590275
48.847000	0.361372
48.848000	0.284105
48.849000	0.287325
48.850000	0.231306
48.851000	0.304388
48.852000	0.314690
48.853000	0.494657
48.854000	0.226155
48.855000	0.201687
48.856000	0.332719
48.857000	0.588021
48.858000	0.277344
48.859000	0.234204
48.860000	0.345597
48.861000	0.393245
48.862000	0.381655
48.863000	0.332719
48.864000	0.485965
48.865000	0.408376
48.866000	0.585124
48.867000	0.703278
48.868000	0.561944
48.869000	0.597358
48.870000	0.466326
48.871000	0.305998
48.872000	0.360406
48.873000	0.286037
48.874000	0.350104
48.875000	0.342377
48.876000	0.373606
48.877000	0.223902
48.878000	0.455058
48.879000	0.270262
48.880000	0.313402
48.881000	0.395498
48.882000	0.389703
48.883000	0.212955
48.884000	0.459565
48.885000	0.211990
48.886000	0.378113
48.887000	0.202975
48.888000	0.451839
48.889000	0.464072
48.890000	0.721306
48.891000	0.277023
48.892000	0.200722
48.893000	0.356221
48.894000	0.345275
48.895000	0.252555
48.896000	0.353967
48.897000	0.401293
48.898000	0.625367
48.899000	0.313724
48.900000	0.214565
48.901000	0.249979
48.902000	0.235814
48.903000	0.217785
48.904000	0.325314
48.905000	0.312115
48.906000	0.254164
48.907000	0.473087
48.908000	0.422542
48.909000	0.345275
48.910000	0.235814
48.911000	0.263501
48.912000	0.358475
48.913000	0.228409
48.914000	0.236779
48.915000	0.219072
48.916000	0.216497
48.917000	0.290544
48.918000	0.234204
48.919000	0.327890
48.920000	0.284427
48.921000	0.397430
48.922000	0.243218
48.923000	0.217141
48.924000	0.329178
48.925000	0.201044
48.926000	0.243540
48.927000	0.289256
48.928000	0.327568
48.929000	0.402259
48.930000	0.594138
48.931000	0.518481
48.932000	0.763159
48.933000	0.261247
48.934000	0.310183
48.935000	0.197824
48.936000	0.270906
48.937000	0.310505
48.938000	0.362338
48.939000	0.209736
48.940000	0.201044
48.941000	0.268330
48.942000	0.468258
48.943000	0.387128
48.944000	0.269940
48.945000	0.287647
48.946000	0.349460
48.947000	0.444756
48.948000	0.264789
48.949000	0.194283
48.950000	0.188810
48.951000	0.274769
48.952000	0.323383
48.953000	0.200400
48.954000	0.377147
48.955000	0.216175
48.956000	0.613133
48.957000	0.423507
48.958000	0.282496
48.959000	0.306963
48.960000	0.257062
48.961000	0.386162
48.962000	0.216497
48.963000	0.180439
48.964000	0.186878
48.965000	0.410308
48.966000	0.426083
48.967000	0.217141
48.968000	0.395498
48.969000	0.207160
48.970000	0.208448
48.971000	0.380045
48.972000	0.318875
48.973000	0.260281
48.974000	0.276701
48.975000	0.212312
48.976000	0.636957
48.977000	0.277344
48.978000	0.284427
48.979000	0.532325
48.980000	0.311471
48.981000	0.324348
48.982000	0.211024
48.983000	0.214887
48.984000	0.224224
48.985000	0.230662
48.986000	0.233560
48.987000	0.313402
48.988000	0.191385
48.989000	0.271228
48.990000	0.242574
48.991000	0.378435
48.992000	0.431878
48.993000	0.186234
48.994000	0.562266
48.995000	0.806300
48.996000	0.447653
48.997000	0.513330
48.998000	0.202331
48.999000	0.458599
49.000000	0.362982
49.001000	0.336260
49.002000	0.221326
49.003000	0.207804
49.004000	0.186556
49.005000	0.199434
49.006000	0.307607
49.007000	0.298271
49.008000	0.414171
49.009000	0.393889
49.010000	0.296017
49.011000	0.196214
49.012000	0.230019
49.013000	0.189775
49.014000	0.231628
49.015000	0.383908
49.016000	0.230019
49.017000	0.227443
49.018000	0.288291
49.019000	0.484033
49.020000	0.411917
49.021000	0.482101
49.022000	0.611845
49.023000	0.548422
49.024000	1.100557
49.025000	0.854592
49.026000	0.698770
49.027000	0.261891
49.028000	0.201365
49.029000	0.361372
49.030000	0.440571
49.031000	0.254808
49.032000	0.258672
49.033000	0.353967
49.034000	0.258028
49.035000	0.308573
49.036000	0.280242
49.037000	0.208126
49.038000	0.296983
49.039000	0.245472
49.040000	0.250945
49.041000	0.383264
49.042000	0.726779
49.043000	0.488862
49.044000	0.408054
49.045000	0.226155
49.046000	0.256096
49.047000	0.177864
49.048000	0.183980
49.049000	0.412239
49.050000	0.321129
49.051000	0.497233
49.052000	0.340124
49.053000	0.234848
49.054000	0.221326
49.055000	0.263501
49.056000	0.328534
49.057000	0.416103
49.058000	0.446366
49.059000	0.472443
49.060000	0.558402
49.061000	0.310505
49.062000	0.202331
49.063000	0.314690
49.064000	0.391635
49.065000	0.458277
49.066000	0.365879
49.067000	0.333363
49.068000	0.613777
49.069000	0.372640
49.070000	0.398396
49.071000	0.336904
49.072000	0.384874
49.073000	0.228087
49.074000	0.178829
49.075000	0.341090
49.076000	0.312115
49.077000	0.225511
49.078000	0.390669
49.079000	0.475662
49.080000	0.579329
49.081000	0.551963
49.082000	0.261247
49.083000	0.227121
49.084000	0.433488
49.085000	0.228409
49.086000	0.439283
49.087000	0.515262
49.088000	0.566773
49.089000	0.809519
49.090000	0.721950
49.091000	0.566129
49.092000	0.250945
49.093000	0.228087
49.094000	0.561622
49.095000	0.309217
49.096000	0.203941
49.097000	0.369099
49.098000	0.409020
49.099000	0.352680
49.100000	0.408376
49.101000	0.320163
49.102000	0.281852
49.103000	0.284427
49.104000	0.337548
49.105000	0.191707
49.106000	0.224224
49.107000	0.700702
49.108000	1.182331
49.109000	0.718087
49.110000	0.481779
49.111000	1.013310
49.112000	0.922522
49.113000	0.231306
49.114000	0.920268
49.115000	1.326241
49.116000	1.778895
49.117000	1.006228
49.118000	0.791812
49.119000	0.705853
49.120000	0.459887
49.121000	0.291510
49.122000	0.349460
49.123000	0.609592
49.124000	0.973067
49.125000	0.374894
49.126000	0.760584
49.127000	0.877128
49.128000	0.694263
49.129000	0.733218
49.130000	0.474375
49.131000	0.219716
49.132000	0.513330
49.133000	0.497877
49.134000	0.388093
49.135000	0.232916
49.136000	0.381977
49.137000	0.688468
49.138000	0.202653
49.139000	0.381011
49.140000	0.809197
49.141000	1.077055
49.142000	0.833987
49.143000	0.433166
49.144000	0.296017
49.145000	0.580295
49.146000	0.234526
49.147000	0.404835
49.148000	0.775715
49.149000	0.585768
49.150000	0.283139
49.151000	0.614743
49.152000	0.473731
49.153000	0.610235
49.154000	0.237101
49.155000	0.334329
49.156000	0.205551
49.157000	0.261569
49.158000	0.536510
49.159000	0.511076
49.160000	0.625045
49.161000	0.942804
49.162000	0.996569
49.163000	0.838816
49.164000	1.422180
49.165000	1.432483
49.166000	0.838172
49.167000	0.929605
49.168000	0.550354
49.169000	0.335295
49.170000	0.800505
49.171000	1.164303
49.172000	1.003652
49.173000	0.843002
49.174000	1.025544
49.175000	0.891615
49.176000	0.563553
49.177000	0.669795
49.178000	0.740623
49.179000	0.862962
49.180000	1.043895
49.181000	0.338836
49.182000	0.672049
49.183000	1.105387
49.184000	1.164946
49.185000	1.422180
49.186000	0.956970
49.187000	0.831734
49.188000	0.502706
49.189000	0.284427
49.190000	0.522988
49.191000	0.957936
49.192000	1.161405
49.193000	0.428337
49.194000	0.388415
49.195000	0.521057
49.196000	1.556431
49.197000	1.644322
49.198000	1.209053
49.199000	0.692009
49.200000	1.042929
49.201000	0.736438
49.202000	0.764769
49.203000	0.410308
49.204000	0.717765
49.205000	1.694224
49.206000	1.303705
49.207000	0.887430
49.208000	0.198468
49.209000	0.272515
49.210000	0.785373
49.211000	0.404513
49.212000	0.227121
49.213000	0.191063
49.214000	0.759618
49.215000	0.671405
49.216000	1.153678
49.217000	0.320807
49.218000	0.682029
49.219000	0.256740
49.220000	0.209736
49.221000	0.486287
49.222000	0.495301
49.223000	0.351070
49.224000	0.579329
49.225000	0.948921
49.226000	1.135328
49.227000	1.157542
49.228000	0.972423
49.229000	0.639532
49.230000	0.475662
49.231000	0.897088
49.232000	1.301451
49.233000	0.963731
49.234000	1.367450
49.235000	1.437634
49.236000	2.237667
49.237000	1.640781
49.238000	0.228409
49.239000	0.739335
49.240000	0.549066
49.241000	0.799861
49.242000	1.015242
49.243000	0.346563
49.244000	0.217785
49.245000	0.533613
49.246000	0.689112
49.247000	1.164303
49.248000	1.613738
49.249000	1.301129
49.250000	1.550636
49.251000	2.169092
49.252000	0.545203
49.253000	0.418356
49.254000	0.211668
49.255000	0.494657
49.256000	0.717443
49.257000	0.720984
49.258000	0.362338
49.259000	0.766379
49.260000	0.782154
49.261000	0.460531
49.262000	0.723560
49.263000	0.522988
49.264000	0.981760
49.265000	0.664000
49.266000	0.224546
49.267000	0.422220
49.268000	0.656274
49.269000	0.317910
49.270000	0.458921
49.271000	0.241609
49.272000	0.503350
49.273000	1.267325
49.274000	2.898298
49.275000	3.917253
49.276000	2.083455
49.277000	0.417712
49.278000	1.328494
49.279000	1.982042
49.280000	2.214487
49.281000	1.002042
49.282000	0.643718
49.283000	0.775071
49.284000	0.606372
49.285000	1.176215
49.286000	1.090577
49.287000	0.698770
49.288000	0.833665
49.289000	0.985623
49.290000	0.411274
49.291000	0.515906
49.292000	0.613455
49.293000	0.360084
49.294000	0.707785
49.295000	1.943731
49.296000	0.493048
49.297000	0.334973
49.298000	0.503994
49.299000	0.653376
49.300000	0.754145
49.301000	1.447936
49.302000	2.063173
49.303000	3.246320
49.304000	4.293607
49.305000	2.342943
49.306000	0.358475
49.307000	1.792417
49.308000	4.151951
49.309000	3.162292
49.310000	1.369059
49.311000	0.378113
49.312000	0.505281
49.313000	1.067397
49.314000	0.853304
49.315000	1.838777
49.316000	2.639776
49.317000	1.893508
49.318000	0.744165
49.319000	1.241569
49.320000	1.212272
49.321000	0.234848
49.322000	1.156898
49.323000	1.055485
49.324000	0.251267
49.325000	0.395176
49.326000	0.827870
49.327000	1.986228
49.328000	1.238028
49.329000	1.050012
49.330000	1.279237
49.331000	0.801793
49.332000	0.397108
49.333000	0.225511
49.334000	0.924454
49.335000	1.566412
49.336000	1.577680
49.337000	3.254690
49.338000	3.392483
49.339000	1.672010
49.340000	2.511642
49.341000	1.945985
49.342000	1.267003
49.343000	1.594421
49.344000	3.139756
49.345000	3.541221
49.346000	2.891215
49.347000	2.767588
49.348000	1.829441
49.349000	1.335255
49.350000	1.096694
49.351000	0.443790
49.352000	0.955682
49.353000	2.448863
49.354000	3.398278
49.355000	2.790768
49.356000	3.084060
49.357000	1.535827
49.358000	1.530998
49.359000	1.229013
49.360000	0.375538
49.361000	1.062246
49.362000	1.180400
49.363000	1.712897
49.364000	2.473652
49.365000	3.335177
49.366000	3.858337
49.367000	2.643961
49.368000	1.465321
49.369000	0.580938
49.370000	1.351031
49.371000	3.252115
49.372000	3.317148
49.373000	3.090177
49.374000	3.304270
49.375000	3.074723
49.376000	1.448902
49.377000	0.285715
49.378000	0.571280
49.379000	0.451517
49.380000	1.843928
49.381000	1.777286
49.382000	1.829441
49.383000	1.238672
49.384000	1.624684
49.385000	1.919585
49.386000	1.237706
49.387000	1.565446
49.388000	1.639493
49.389000	0.917371
49.390000	0.535222
49.391000	0.908034
49.392000	1.574782
49.393000	1.547739
49.394000	1.411878
49.395000	1.698087
49.396000	1.338797
49.397000	1.191024
49.398000	0.556149
49.399000	0.331431
49.400000	0.335295
49.401000	1.098948
49.402000	0.638889
49.403000	0.258994
49.404000	0.871655
49.405000	0.388415
49.406000	0.777325
49.407000	1.052910
49.408000	0.777325
49.409000	0.566451
49.410000	0.260281
49.411000	0.236779
49.412000	1.019749
49.413000	0.493048
49.414000	0.607338
49.415000	0.370708
49.416000	0.557436
49.417000	1.978823
49.418000	1.768271
49.419000	1.678770
49.420000	2.197424
49.421000	4.047319
49.422000	4.463593
49.423000	3.424033
49.424000	0.575143
49.425000	1.785978
49.426000	1.886425
49.427000	1.437956
49.428000	2.936287
49.429000	4.091425
49.430000	3.928843
49.431000	3.161005
49.432000	1.364874
49.433000	0.863928
49.434000	0.400005
49.435000	0.549066
49.436000	0.876162
49.437000	0.719375
49.438000	1.195531
49.439000	0.338192
49.440000	0.339158
49.441000	0.789559
49.442000	0.333363
49.443000	1.185551
49.444000	2.325236
49.445000	0.344953
49.446000	1.491399
49.447000	2.093113
49.448000	1.191346
49.449000	1.661385
49.450000	0.641142
49.451000	1.351996
49.452000	1.293080
49.453000	1.279881
49.454000	1.725452
49.455000	1.937936
49.456000	2.318475
49.457000	1.920229
49.458000	2.157824
49.459000	1.709677
49.460000	1.599894
49.461000	2.022286
49.462000	1.744769
49.463000	0.322095
49.464000	3.007115
49.465000	3.618166
49.466000	3.732779
49.467000	3.471037
49.468000	4.108166
49.469000	3.424999
49.470000	1.790807
49.471000	0.994316
49.472000	0.286681
49.473000	1.376786
49.474000	1.456628
49.475000	1.828797
49.476000	1.750564
49.477000	0.572246
49.478000	0.243862
49.479000	0.642752
49.480000	1.113757
49.481000	1.481096
49.482000	2.435019
49.483000	1.797246
49.484000	0.780222
49.485000	1.086714
49.486000	1.121484
49.487000	0.358797
49.488000	0.942804
49.489000	0.760906
49.490000	2.212877
49.491000	2.566372
49.492000	3.615269
49.493000	3.172595
49.494000	3.845781
49.495000	2.974920
49.496000	0.318553
49.497000	1.955321
49.498000	3.135893
49.499000	2.047719
49.500000	2.833909
49.501000	4.426892
49.502000	4.366044
49.503000	2.630117
49.504000	2.130137
49.505000	1.719335
49.506000	1.561261
49.507000	0.284749
49.508000	0.617962
49.509000	0.833021
49.510000	0.476628
49.511000	1.335899
49.512000	1.828475
49.513000	1.600538
49.514000	2.034519
49.515000	1.483672
49.516000	0.960833
49.517000	1.044539
49.518000	0.637923
49.519000	0.326924
49.520000	0.985301
49.521000	0.725814
49.522000	0.375860
49.523000	0.402259
49.524000	1.045183
49.525000	0.319197
49.526000	1.090255
49.527000	0.755755
49.528000	0.615065
49.529000	0.534900
49.530000	0.563231
49.531000	0.856845
49.532000	0.633415
49.533000	0.601221
49.534000	0.398396
49.535000	0.569027
49.536000	0.467936
49.537000	0.592207
49.538000	1.090577
49.539000	1.527456
49.540000	1.329460
49.541000	0.897732
49.542000	0.391635
49.543000	0.792134
49.544000	0.564841
49.545000	0.334973
49.546000	0.364913
49.547000	0.558724
49.548000	0.313402
49.549000	0.225833
49.550000	0.451195
49.551000	0.444112
49.552000	0.471477
49.553000	0.304066
49.554000	0.343343
49.555000	0.691366
49.556000	0.902239
49.557000	0.814348
49.558000	0.344309
49.559000	0.473731
49.560000	0.241609
49.561000	0.438639
49.562000	0.223258
49.563000	0.281530
49.564000	0.321129
49.565000	0.365557
49.566000	0.256096
49.567000	0.235814
49.568000	0.374894
49.569000	0.464394
49.570000	0.506569
49.571000	0.658849
49.572000	0.512686
49.573000	0.335938
49.574000	0.236779
49.575000	0.278954
49.576000	0.278632
49.577000	0.287325
49.578000	0.358797
49.579000	0.450229
49.580000	0.275091
49.581000	0.219394
49.582000	0.224867
49.583000	0.344631
49.584000	0.316300
49.585000	0.222292
49.586000	0.217141
49.587000	0.249013
49.588000	0.246116
49.589000	0.383586
49.590000	0.519447
49.591000	0.626655
49.592000	0.328212
49.593000	0.291832
49.594000	0.344631
49.595000	0.319841
49.596000	0.203297
49.597000	0.297305
49.598000	0.340446
49.599000	0.384874
49.600000	0.395820
49.601000	0.254808
49.602000	0.234848
49.603000	0.615065
49.604000	0.223902
49.605000	0.234848
49.606000	0.291832
49.607000	0.550998
49.608000	0.426083
49.609000	0.228087
49.610000	0.210058
49.611000	0.319197
49.612000	0.476950
49.613000	0.425761
49.614000	0.412239
49.615000	0.423507
49.616000	0.318875
49.617000	0.227765
49.618000	0.209092
49.619000	0.252877
49.620000	0.329500
49.621000	0.241287
49.622000	0.410630
49.623000	0.304710
49.624000	0.259959
49.625000	0.373606
49.626000	0.364592
49.627000	0.377791
49.628000	0.340446
49.629000	0.201365
49.630000	0.197180
49.631000	0.234204
49.632000	0.201687
49.633000	0.255774
49.634000	0.281208
49.635000	0.256740
49.636000	0.304388
49.637000	0.295051
49.638000	0.269618
49.639000	0.257706
49.640000	0.202009
49.641000	0.256740
49.642000	0.207482
49.643000	0.353323
49.644000	0.529427
49.645000	0.542627
49.646000	0.388415
49.647000	0.361372
49.648000	0.236779
49.649000	0.407732
49.650000	0.521057
49.651000	0.279276
49.652000	0.239355
49.653000	0.215531
49.654000	0.219394
49.655000	0.467614
49.656000	0.311149
49.657000	0.500774
49.658000	0.455058
49.659000	0.488540
49.660000	0.411274
49.661000	0.197180
49.662000	0.281530
49.663000	0.355255
49.664000	0.339480
49.665000	0.324992
49.666000	0.445400
49.667000	0.431878
49.668000	0.459243
49.669000	0.233560
49.670000	0.317910
49.671000	0.208770
49.672000	0.403869
49.673000	0.795354
49.674000	0.353323
49.675000	0.357509
49.676000	0.267364
49.677000	0.457312
49.678000	0.378435
49.679000	0.419966
49.680000	0.263501
49.681000	0.309217
49.682000	0.388737
49.683000	0.343987
49.684000	0.286037
49.685000	0.297627
49.686000	0.345275
49.687000	0.322417
49.688000	0.193639
49.689000	0.248047
49.690000	0.294729
49.691000	0.398718
49.692000	0.442180
49.693000	0.626333
49.694000	0.761871
49.695000	0.337870
49.696000	0.248047
49.697000	0.303422
49.698000	0.378113
49.699000	0.487253
49.700000	0.483711
49.701000	0.345275
49.702000	0.475984
49.703000	0.438317
49.704000	0.202331
49.705000	0.195570
49.706000	0.234526
49.707000	0.268008
49.708000	0.293120
49.709000	0.960190
49.710000	0.522345
49.711000	0.245472
49.712000	0.456668
49.713000	0.647581
49.714000	0.378757
49.715000	0.316944
49.716000	0.304710
49.717000	0.321773
49.718000	0.391957
49.719000	0.215531
49.720000	0.316944
49.721000	0.371352
49.722000	0.476306
49.723000	0.239355
49.724000	0.467936
49.725000	0.435097
49.726000	0.383586
49.727000	0.258672
49.728000	0.423185
49.729000	0.271871
49.730000	0.208770
49.731000	0.291188
49.732000	0.400005
49.733000	0.488218
49.734000	0.326924
49.735000	0.331109
49.736000	0.379079
49.737000	0.484033
49.738000	0.459565
49.739000	0.196858
49.740000	0.194605
49.741000	0.238389
49.742000	0.263179
49.743000	0.227121
49.744000	0.521701
49.745000	0.330143
49.746000	0.228409
49.747000	0.341090
49.748000	0.328856
49.749000	0.362338
49.750000	0.707785
49.751000	0.900952
49.752000	0.386162
49.753000	0.534256
49.754000	0.348816
49.755000	0.526208
49.756000	0.405157
49.757000	0.457956
49.758000	0.541661
49.759000	0.230341
49.760000	0.319841
49.761000	0.264467
49.762000	0.679454
49.763000	0.269618
49.764000	0.381655
49.765000	0.235492
49.766000	0.281852
49.767000	0.351070
49.768000	0.254486
49.769000	0.216175
49.770000	0.617962
49.771000	0.513652
49.772000	0.287325
49.773000	0.214887
49.774000	0.950209
49.775000	0.419322
49.776000	0.367811
49.777000	0.635025
49.778000	0.652732
49.779000	0.420288
49.780000	0.202009
49.781000	0.294086
49.782000	0.197824
49.783000	0.871333
49.784000	0.360406
49.785000	0.331109
49.786000	0.250301
49.787000	0.536510
49.788000	0.408698
49.789000	0.228409
49.790000	0.284105
49.791000	0.410630
49.792000	0.606694
49.793000	0.575465
49.794000	0.777003
49.795000	0.555827
49.796000	0.286359
49.797000	0.214887
49.798000	0.333363
49.799000	0.194283
49.800000	0.345275
49.801000	0.257706
49.802000	0.189775
49.803000	0.253199
49.804000	0.266076
49.805000	0.295695
49.806000	0.206517
49.807000	0.195892
49.808000	0.197824
49.809000	0.281530
49.810000	0.211346
49.811000	0.220038
49.812000	0.399684
49.813000	0.404513
49.814000	0.539730
49.815000	0.192029
49.816000	0.256096
49.817000	0.311793
49.818000	0.295373
49.819000	0.254164
49.820000	0.305032
49.821000	0.795032
49.822000	0.361372
49.823000	0.538442
49.824000	0.296017
49.825000	0.272193
49.826000	0.292476
49.827000	0.379723
49.828000	0.471799
49.829000	0.411274
49.830000	0.461497
49.831000	0.330143
49.832000	0.473731
49.833000	0.331431
49.834000	0.444112
49.835000	0.408054
49.836000	0.442502
49.837000	0.357509
49.838000	0.256418
49.839000	0.373606
49.840000	0.431234
49.841000	0.943126
49.842000	0.638889
49.843000	0.731287
49.844000	0.203619
49.845000	0.608948
49.846000	0.486609
49.847000	0.438317
49.848000	0.402259
49.849000	0.235814
49.850000	0.439605
49.851000	0.373928
49.852000	0.418678
49.853000	0.236779
49.854000	0.472121
49.855000	0.590919
49.856000	0.546490
49.857000	0.285071
49.858000	0.199756
49.859000	0.598967
49.860000	0.244828
49.861000	0.255452
49.862000	0.305998
49.863000	0.184946
49.864000	0.211990
49.865000	0.332719
49.866000	0.568061
49.867000	0.349782
49.868000	0.509789
49.869000	0.337226
49.870000	0.197502
49.871000	0.346885
49.872000	0.637279
49.873000	0.246438
49.874000	0.326602
49.875000	0.638567
49.876000	0.802758
49.877000	0.829802
49.878000	0.491438
49.879000	0.714224
49.880000	0.831734
49.881000	0.213277
49.882000	0.227121
49.883000	0.204907
49.884000	0.254164
49.885000	0.712292
49.886000	0.391313
49.887000	0.209092
49.888000	1.128245
49.889000	1.160117
49.890000	0.654342
49.891000	0.302456
49.892000	0.559368
49.893000	0.410952
49.894000	0.527174
49.895000	0.256096
49.896000	0.846221
49.897000	0.476628
49.898000	0.467936
49.899000	0.255774
49.900000	0.417390
49.901000	0.288934
49.902000	0.226155
49.903000	0.237423
49.904000	0.903849
49.905000	0.488540
49.906000	0.615387
49.907000	0.556149
49.908000	0.219072
49.909000	0.185590
49.910000	0.205229
49.911000	0.506247
49.912000	0.216175
49.913000	0.638889
49.914000	0.633094
49.915000	0.434454
49.916000	0.569670
49.917000	0.202331
49.918000	0.440571
49.919000	0.269618
49.920000	0.926385
49.921000	0.768632
49.922000	0.656274
49.923000	0.724526
49.924000	0.780544
49.925000	0.239355
49.926000	0.775393
49.927000	0.975321
49.928000	0.809841
49.929000	0.632772
49.930000	0.214887
49.931000	0.478560
49.932000	0.845255
49.933000	0.255130
49.934000	1.915400
49.935000	1.346845
49.936000	0.845577
49.937000	0.686214
49.938000	0.553895
49.939000	1.210341
49.940000	1.201326
49.941000	0.890971
49.942000	0.401937
49.943000	0.589309
49.944000	0.183659
49.945000	0.263823
49.946000	0.394210
49.947000	0.409986
49.948000	0.353323
49.949000	0.258028
49.950000	0.492082
49.951000	0.245794
49.952000	0.489506
49.953000	0.322739
49.954000	0.491116
49.955000	0.304388
49.956000	0.858777
49.957000	1.451799
49.958000	0.824651
49.959000	0.368133
49.960000	0.462141
49.961000	0.384552
49.962000	0.924454
49.963000	0.699092
49.964000	0.353645
49.965000	0.406122
49.966000	0.350426
49.967000	0.619894
49.968000	0.576109
49.969000	0.294729
49.970000	0.206517
49.971000	0.842358
49.972000	0.355899
49.973000	0.381011
49.974000	0.187200
49.975000	0.368777
49.976000	0.954716
49.977000	0.256096
49.978000	0.469867
49.979000	0.323061
49.980000	0.397108
49.981000	0.201044
49.982000	0.259959
49.983000	0.494013
49.984000	0.611523
49.985000	1.025866
49.986000	0.810163
49.987000	0.940229
49.988000	1.261530
49.989000	0.456024
49.990000	0.684605
49.991000	0.223258
49.992000	0.229697
49.993000	0.348172
49.994000	0.242574
49.995000	0.311471
49.996000	0.188488
49.997000	0.502706
49.998000	0.810485
49.999000	0.245150
50.000000	0.462141
50.001000	0.550676
50.002000	0.377147
50.003000	0.371352
50.004000	0.659493
50.005000	0.249979
50.006000	0.506891
50.007000	0.216819
50.008000	0.326924
50.009000	0.415781
50.010000	0.962443
50.011000	0.447009
50.012000	0.635025
50.013000	0.915761
50.014000	0.439605
50.015000	0.498521
50.016000	0.965341
50.017000	0.435741
50.018000	0.385196
50.019000	0.261247
50.020000	0.211346
50.021000	0.240643
50.022000	0.412561
50.023000	0.303744
50.024000	0.543593
50.025000	0.741267
50.026000	1.189092
50.027000	0.831412
50.028000	0.372640
50.029000	0.826904
50.030000	0.429624
50.031000	0.430590
50.032000	0.309217
50.033000	0.215531
50.034000	0.773461
50.035000	0.937653
50.036000	1.011057
50.037000	1.082207
50.038000	0.404835
50.039000	1.044217
50.040000	0.988521
50.041000	0.358797
50.042000	0.648869
50.043000	0.800505
50.044000	0.985623
50.045000	1.237706
50.046000	0.568061
50.047000	0.558724
50.048000	0.801149
50.049000	1.633698
50.050000	0.802115
50.051000	0.560978
