Tiempo (s)	Voltaje (V)
28.918000	3.251149
28.919000	3.263383
28.920000	2.811372
28.921000	0.569992
28.922000	0.565807
28.923000	0.678488
28.924000	1.230945
28.925000	1.124381
28.926000	0.402903
28.927000	1.407693
28.928000	1.590879
28.929000	1.772456
28.930000	1.169776
28.931000	1.500735
28.932000	1.171063
28.933000	0.386806
28.934000	0.740623
28.935000	0.460209
28.936000	0.373928
28.937000	0.622791
28.938000	0.346563
28.939000	0.405479
28.940000	0.624723
28.941000	0.524276
28.942000	0.917693
28.943000	0.562910
28.944000	0.578363
28.945000	0.594782
28.946000	0.231306
28.947000	0.329178
28.948000	1.217745
28.949000	1.060314
28.950000	1.011379
28.951000	1.711931
28.952000	2.813304
28.953000	2.607903
28.954000	1.741228
28.955000	1.630157
28.956000	1.522627
28.957000	1.180078
28.958000	0.346563
28.959000	1.321090
28.960000	2.806543
28.961000	3.709599
28.962000	4.395341
28.963000	3.641024
28.964000	1.570275
28.965000	0.582870
28.966000	0.880991
28.967000	0.910610
28.968000	0.292154
28.969000	0.318875
28.970000	0.516549
28.971000	0.319197
28.972000	0.231628
28.973000	0.635347
28.974000	0.890971
28.975000	1.036168
28.976000	1.180078
28.977000	1.597318
28.978000	0.930893
28.979000	1.024578
28.980000	1.644322
28.981000	2.236701
28.982000	2.057700
28.983000	1.554822
28.984000	0.636313
28.985000	0.874552
28.986000	1.380971
28.987000	0.914473
28.988000	0.221648
28.989000	0.487896
28.990000	1.080919
28.991000	0.875196
28.992000	1.285676
28.993000	1.179756
28.994000	1.178790
28.995000	0.781832
28.996000	0.635669
28.997000	1.476589
28.998000	1.809480
28.999000	1.983652
29.000000	0.268974
29.001000	1.174605
29.002000	1.680380
29.003000	1.608264
29.004000	2.841313
29.005000	2.462706
29.006000	1.626293
29.007000	1.790163
29.008000	2.232194
29.009000	0.362016
29.010000	2.344552
29.011000	2.597279
29.012000	3.696077
29.013000	4.434618
29.014000	3.469428
29.015000	2.991340
29.016000	1.974960
29.017000	0.886142
29.018000	0.367811
29.019000	0.702956
29.020000	1.089933
29.021000	1.509749
29.022000	1.865176
29.023000	2.646537
29.024000	3.173560
29.025000	4.644526
29.026000	4.137141
29.027000	1.321412
29.028000	0.821431
29.029000	1.748311
29.030000	1.945341
29.031000	1.798856
29.032000	2.948199
29.033000	2.242496
29.034000	1.196175
29.035000	1.117299
29.036000	0.745774
29.037000	0.388737
29.038000	0.758330
29.039000	0.893869
29.040000	0.786661
29.041000	0.877450
29.042000	0.713902
29.043000	1.031661
29.044000	1.370025
29.045000	1.192312
29.046000	0.984657
29.047000	1.301129
29.048000	1.292437
29.049000	0.605406
29.050000	0.456990
29.051000	0.265754
29.052000	0.266720
29.053000	0.393567
29.054000	0.686536
29.055000	0.852982
29.056000	0.914795
29.057000	0.988521
29.058000	0.986267
29.059000	2.863527
29.060000	4.434940
29.061000	5.335098
29.062000	4.790689
29.063000	2.737003
29.064000	3.201248
29.065000	0.642108
29.066000	4.808074
29.067000	4.669960
29.068000	5.072713
29.069000	4.970335
29.070000	5.488666
29.071000	4.647424
29.072000	3.394093
29.073000	2.299158
29.074000	0.604762
29.075000	0.674624
29.076000	1.091221
29.077000	1.558685
29.078000	2.920512
29.079000	2.545446
29.080000	2.562187
29.081000	3.279480
29.082000	2.457555
29.083000	0.733540
29.084000	1.655268
29.085000	1.486891
29.086000	1.499447
29.087000	1.811734
29.088000	1.063856
29.089000	0.840104
29.090000	0.491438
29.091000	0.265754
29.092000	0.748672
29.093000	0.943126
29.094000	1.628547
29.095000	1.828475
29.096000	2.093757
29.097000	1.945341
29.098000	1.794027
29.099000	1.907351
29.100000	2.015847
29.101000	0.301812
29.102000	0.756720
29.103000	0.688146
29.104000	0.572568
29.105000	0.744808
29.106000	2.601786
29.107000	2.335216
29.108000	1.305636
29.109000	0.608626
29.110000	0.271228
29.111000	0.445400
29.112000	0.308573
29.113000	0.723560
29.114000	0.652732
29.115000	0.814992
29.116000	1.975926
29.117000	1.951780
29.118000	2.092470
29.119000	2.321050
29.120000	1.278271
29.121000	0.531037
29.122000	0.999145
29.123000	0.697483
29.124000	1.013954
29.125000	1.201326
29.126000	1.242213
29.127000	0.588665
29.128000	0.877772
29.129000	1.096050
29.130000	1.215814
29.131000	1.089933
29.132000	0.772174
29.133000	1.756037
29.134000	1.381937
29.135000	0.606372
29.136000	0.374894
29.137000	1.033271
29.138000	0.549388
29.139000	0.324348
29.140000	0.460853
29.141000	1.147561
29.142000	1.710321
29.143000	0.648225
29.144000	0.286037
29.145000	0.364270
29.146000	0.626655
29.147000	0.449585
29.148000	0.667542
29.149000	0.414815
29.150000	0.578685
29.151000	1.032305
29.152000	1.084460
29.153000	0.263179
29.154000	0.612167
29.155000	0.322739
29.156000	0.537798
29.157000	0.793422
29.158000	0.531681
29.159000	0.867469
29.160000	0.933790
29.161000	0.744808
29.162000	1.350387
29.163000	0.915439
29.164000	0.604440
29.165000	0.280886
29.166000	0.209736
29.167000	0.659171
29.168000	0.306963
29.169000	0.286037
29.170000	1.096050
29.171000	1.111504
29.172000	0.376182
29.173000	0.269618
29.174000	0.305998
29.175000	0.890327
29.176000	0.990774
29.177000	0.459565
29.178000	0.339480
29.179000	0.228409
29.180000	0.489828
29.181000	0.281852
29.182000	0.235492
29.183000	0.458921
29.184000	0.753179
29.185000	0.393567
29.186000	0.654342
29.187000	1.037778
29.188000	1.221609
29.189000	0.804368
29.190000	0.819822
29.191000	0.536188
29.192000	0.232594
29.193000	0.441214
29.194000	0.593172
29.195000	0.570958
29.196000	0.662712
29.197000	0.541661
29.198000	0.298915
29.199000	0.310183
29.200000	0.232916
29.201000	0.521057
29.202000	0.577719
29.203000	0.363948
29.204000	0.375860
29.205000	0.637279
29.206000	0.479526
29.207000	0.250301
29.208000	0.271871
29.209000	0.396786
29.210000	0.394532
29.211000	0.455058
29.212000	0.711326
29.213000	0.472443
29.214000	0.368133
29.215000	0.270584
29.216000	0.249335
29.217000	0.232916
29.218000	0.261247
29.219000	0.301812
29.220000	0.376825
29.221000	0.253199
29.222000	0.274447
29.223000	0.268330
29.224000	0.342055
29.225000	0.357831
29.226000	0.359440
29.227000	0.410952
29.228000	0.371352
29.229000	0.380367
29.230000	0.415137
29.231000	0.348494
29.232000	0.313724
29.233000	0.374572
29.234000	0.318875
29.235000	0.354933
29.236000	0.274125
29.237000	0.313402
29.238000	0.347528
29.239000	0.249979
29.240000	0.316622
29.241000	0.378757
29.242000	0.415137
29.243000	0.545846
29.244000	0.594782
29.245000	0.314046
29.246000	0.598967
29.247000	0.363626
29.248000	0.350426
29.249000	0.230984
29.250000	0.300524
29.251000	0.334329
29.252000	0.200722
29.253000	0.385840
29.254000	0.464072
29.255000	0.422542
29.256000	0.219072
29.257000	0.327568
29.258000	0.364592
29.259000	0.351714
29.260000	0.317588
29.261000	0.267042
29.262000	0.384230
29.263000	0.352358
29.264000	0.216819
29.265000	0.224546
29.266000	0.397108
29.267000	0.458277
29.268000	0.244506
29.269000	0.339802
29.270000	0.426727
29.271000	0.226155
29.272000	0.226477
29.273000	0.267042
29.274000	0.230662
29.275000	0.289578
29.276000	0.381655
29.277000	0.239033
29.278000	0.333363
29.279000	0.506891
29.280000	0.429946
29.281000	0.286359
29.282000	0.374250
29.283000	0.622791
29.284000	0.595426
29.285000	0.211668
29.286000	0.322095
29.287000	0.302456
29.288000	0.213921
29.289000	0.217141
29.290000	0.347850
29.291000	0.361050
29.292000	0.351392
29.293000	0.349460
29.294000	0.332397
29.295000	0.342377
29.296000	0.529749
29.297000	0.369421
29.298000	0.231628
29.299000	0.296983
29.300000	0.223258
29.301000	0.219394
29.302000	0.398396
29.303000	0.218107
29.304000	0.299237
29.305000	0.222292
29.306000	0.202975
29.307000	0.227765
29.308000	0.196858
29.309000	0.278310
29.310000	0.531681
29.311000	0.538120
29.312000	0.405157
29.313000	0.565163
29.314000	0.457634
29.315000	0.228731
29.316000	0.209736
29.317000	0.192995
29.318000	0.203297
29.319000	0.196536
29.320000	0.259637
29.321000	0.331109
29.322000	0.361050
29.323000	0.398396
29.324000	0.260603
29.325000	0.244828
29.326000	0.233882
29.327000	0.368455
29.328000	0.245472
29.329000	0.201044
29.330000	0.297627
29.331000	0.381655
29.332000	0.283783
29.333000	0.214887
29.334000	0.184946
29.335000	0.321129
29.336000	0.352680
29.337000	0.286681
29.338000	0.192351
29.339000	0.269618
29.340000	0.312115
29.341000	0.244184
29.342000	0.241931
29.343000	0.392279
29.344000	0.389059
29.345000	0.355255
29.346000	0.260925
29.347000	0.356221
29.348000	0.472765
29.349000	0.206195
29.350000	0.186556
29.351000	0.327890
29.352000	0.477272
29.353000	0.317910
29.354000	0.217785
29.355000	0.295373
29.356000	0.447331
29.357000	0.290866
29.358000	0.270906
29.359000	0.328212
29.360000	0.255130
29.361000	0.291510
29.362000	0.410630
29.363000	0.306963
29.364000	0.233882
29.365000	0.282496
29.366000	0.311793
29.367000	0.260281
29.368000	0.292476
29.369000	0.249657
29.370000	0.213599
29.371000	0.227443
29.372000	0.310183
29.373000	0.195570
29.374000	0.410630
29.375000	0.351070
29.376000	0.222292
29.377000	0.345275
29.378000	0.332719
29.379000	0.305998
29.380000	0.303422
29.381000	0.353323
29.382000	0.437351
29.383000	0.293120
29.384000	0.225833
29.385000	0.220360
29.386000	0.313080
29.387000	0.551320
29.388000	0.428980
29.389000	0.254486
29.390000	0.228409
29.391000	0.338192
29.392000	0.494657
29.393000	0.214243
29.394000	0.299559
29.395000	0.521379
29.396000	0.408054
29.397000	0.453126
29.398000	0.280886
29.399000	0.252877
29.400000	0.236457
29.401000	0.308251
29.402000	0.345597
29.403000	0.303422
29.404000	0.308573
29.405000	0.256418
29.406000	0.256740
29.407000	0.190741
29.408000	0.229375
29.409000	0.242574
29.410000	0.305032
29.411000	0.387128
29.412000	0.367167
29.413000	0.337870
29.414000	0.443790
29.415000	0.408698
29.416000	0.370065
29.417000	0.314046
29.418000	0.317910
29.419000	0.192673
29.420000	0.291188
29.421000	0.299559
29.422000	0.239999
29.423000	0.277666
29.424000	0.303744
29.425000	0.187200
29.426000	0.222292
29.427000	0.217141
29.428000	0.264789
29.429000	0.398074
29.430000	0.340446
29.431000	0.420288
29.432000	0.307929
29.433000	0.324348
29.434000	0.290222
29.435000	0.236457
29.436000	0.298593
29.437000	0.293442
29.438000	0.301168
29.439000	0.350426
29.440000	0.257706
29.441000	0.192673
29.442000	0.205873
29.443000	0.318875
29.444000	0.350426
29.445000	0.340124
29.446000	0.303422
29.447000	0.384230
29.448000	0.316300
29.449000	0.388415
29.450000	0.253521
29.451000	0.182049
29.452000	0.427049
29.453000	0.422220
29.454000	0.499164
29.455000	0.433810
29.456000	0.339802
29.457000	0.641786
29.458000	0.564519
29.459000	0.193317
29.460000	0.242252
29.461000	0.195249
29.462000	0.430912
29.463000	0.480492
29.464000	0.410952
29.465000	0.247082
29.466000	0.200078
29.467000	0.193639
29.468000	0.193317
29.469000	0.293764
29.470000	0.319197
29.471000	0.216175
29.472000	0.196214
29.473000	0.308251
29.474000	0.244184
29.475000	0.233560
29.476000	0.437351
29.477000	0.315012
29.478000	0.321129
29.479000	0.391635
29.480000	0.316944
29.481000	0.333041
29.482000	0.178829
29.483000	0.180117
29.484000	0.303422
29.485000	0.331753
29.486000	0.390025
29.487000	0.305354
29.488000	0.246116
29.489000	0.192351
29.490000	0.214565
29.491000	0.256418
29.492000	0.323383
29.493000	0.229375
29.494000	0.337870
29.495000	0.364592
29.496000	0.418356
29.497000	0.373606
29.498000	0.458599
29.499000	0.236136
29.500000	0.247726
29.501000	0.199112
29.502000	0.267686
29.503000	0.246116
29.504000	0.246438
29.505000	0.190741
29.506000	0.209414
29.507000	0.277988
29.508000	0.351392
29.509000	0.371030
29.510000	0.249979
29.511000	0.177864
29.512000	0.200078
29.513000	0.266076
29.514000	0.397108
29.515000	0.261247
29.516000	0.281852
29.517000	0.207160
29.518000	0.210058
29.519000	0.183980
29.520000	0.182371
29.521000	0.227121
29.522000	0.420932
29.523000	0.381977
29.524000	0.260925
29.525000	0.197824
29.526000	0.390991
29.527000	0.368133
29.528000	0.285715
29.529000	0.310827
29.530000	0.412561
29.531000	0.374894
29.532000	0.312758
29.533000	0.246760
29.534000	0.274447
29.535000	0.325314
29.536000	0.345919
29.537000	0.399040
29.538000	0.292154
29.539000	0.231628
29.540000	0.213277
29.541000	0.195570
29.542000	0.319519
29.543000	0.238067
29.544000	0.424151
29.545000	0.414493
29.546000	0.266720
29.547000	0.303100
29.548000	0.199756
29.549000	0.255452
29.550000	0.223580
29.551000	0.301168
29.552000	0.387128
29.553000	0.252877
29.554000	0.379401
29.555000	0.314690
29.556000	0.206517
29.557000	0.255130
29.558000	0.277344
29.559000	0.438639
29.560000	0.291832
29.561000	0.471799
29.562000	0.243540
29.563000	0.294086
29.564000	0.381011
29.565000	0.330787
29.566000	0.340124
29.567000	0.196214
29.568000	0.293764
29.569000	0.181083
29.570000	0.248691
29.571000	0.332719
29.572000	0.300203
29.573000	0.257062
29.574000	0.241609
29.575000	0.193317
29.576000	0.188488
29.577000	0.294408
29.578000	0.258028
29.579000	0.253842
29.580000	0.423185
29.581000	0.412561
29.582000	0.284105
29.583000	0.316300
29.584000	0.273159
29.585000	0.283461
29.586000	0.261247
29.587000	0.298271
29.588000	0.368777
29.589000	0.301168
29.590000	0.347850
29.591000	0.332075
29.592000	0.341090
29.593000	0.227121
29.594000	0.249979
29.595000	0.348816
29.596000	0.430912
29.597000	0.431234
29.598000	0.387772
29.599000	0.306320
29.600000	0.326280
29.601000	0.238711
29.602000	0.213921
29.603000	0.255774
29.604000	0.288291
29.605000	0.452482
29.606000	0.277023
29.607000	0.278632
29.608000	0.264789
29.609000	0.401937
29.610000	0.267042
29.611000	0.294729
29.612000	0.282174
29.613000	0.249657
29.614000	0.308895
29.615000	0.262213
29.616000	0.254808
29.617000	0.322095
29.618000	0.386484
29.619000	0.248369
29.620000	0.426727
29.621000	0.493048
29.622000	0.493048
29.623000	0.562266
29.624000	0.483067
29.625000	0.628264
29.626000	0.267364
29.627000	0.539086
29.628000	0.390669
29.629000	0.342377
29.630000	0.272837
29.631000	0.270584
29.632000	0.310183
29.633000	0.184624
29.634000	0.189132
29.635000	0.209736
29.636000	0.210058
29.637000	0.342699
29.638000	0.369099
29.639000	0.431556
29.640000	0.289900
29.641000	0.225189
29.642000	0.231306
29.643000	0.290544
29.644000	0.381655
29.645000	0.316300
29.646000	0.305354
29.647000	0.180761
29.648000	0.204585
29.649000	0.184302
29.650000	0.342699
29.651000	0.486287
29.652000	0.385196
29.653000	0.354611
29.654000	0.379079
29.655000	0.489506
29.656000	0.599289
29.657000	0.322417
29.658000	0.182371
29.659000	0.422542
29.660000	0.323383
29.661000	0.272193
29.662000	0.249013
29.663000	0.178185
29.664000	0.177542
29.665000	0.324670
29.666000	0.244828
29.667000	0.174966
29.668000	0.271549
29.669000	0.315334
29.670000	0.395820
29.671000	0.433166
29.672000	0.642752
29.673000	0.474375
29.674000	0.416425
29.675000	0.280564
29.676000	0.254808
29.677000	0.302778
29.678000	0.186234
29.679000	0.391635
29.680000	0.181727
29.681000	0.224867
29.682000	0.186556
29.683000	0.217785
29.684000	0.315656
29.685000	0.409664
29.686000	0.387450
29.687000	0.433166
29.688000	0.218429
29.689000	0.217463
29.690000	0.423185
29.691000	0.235814
29.692000	0.391313
29.693000	0.214887
29.694000	0.337548
29.695000	0.575787
29.696000	0.465038
29.697000	0.533291
29.698000	0.398074
29.699000	0.384552
29.700000	0.504959
29.701000	0.709073
29.702000	1.009125
29.703000	1.113113
29.704000	0.705531
29.705000	0.207160
29.706000	0.241287
29.707000	0.370387
29.708000	0.223580
29.709000	0.638567
29.710000	0.418034
29.711000	0.378757
29.712000	0.331753
29.713000	0.352680
29.714000	0.388737
29.715000	0.779578
29.716000	0.647581
29.717000	0.601865
29.718000	0.346885
29.719000	0.196858
29.720000	0.424151
29.721000	0.627942
29.722000	0.203297
29.723000	0.209092
29.724000	0.231628
29.725000	0.549710
29.726000	0.544237
29.727000	0.390025
29.728000	0.786017
29.729000	1.008803
29.730000	0.710038
29.731000	0.601865
29.732000	1.116977
29.733000	1.330104
29.734000	1.210019
29.735000	1.151103
29.736000	1.147883
29.737000	0.254486
29.738000	0.535866
29.739000	0.634381
29.740000	0.530393
29.741000	1.104743
29.742000	0.588987
29.743000	0.233882
29.744000	0.965985
29.745000	0.664322
29.746000	0.603153
29.747000	0.467614
29.748000	0.428337
29.749000	0.323061
29.750000	0.202009
29.751000	0.290222
29.752000	0.398396
29.753000	1.127601
29.754000	1.249618
29.755000	0.527496
29.756000	0.304710
29.757000	0.293442
29.758000	0.572246
29.759000	0.419644
29.760000	0.221326
29.761000	0.313402
29.762000	0.632128
29.763000	0.745130
29.764000	2.044500
29.765000	2.152351
29.766000	1.293724
29.767000	0.200400
29.768000	0.845899
29.769000	0.908034
29.770000	0.509467
29.771000	0.789559
29.772000	1.198429
29.773000	0.741267
29.774000	1.672653
29.775000	1.843284
29.776000	0.555183
29.777000	0.769920
29.778000	1.176215
29.779000	1.409946
29.780000	1.676839
29.781000	1.089933
29.782000	0.268974
29.783000	0.322417
29.784000	1.076090
29.785000	0.858455
29.786000	1.003652
29.787000	0.816924
29.788000	0.331109
29.789000	0.952785
29.790000	1.919585
29.791000	1.493652
29.792000	1.401898
29.793000	0.834309
29.794000	0.513974
29.795000	0.270906
29.796000	1.340728
29.797000	2.484276
29.798000	2.426648
29.799000	0.396142
29.800000	0.277023
29.801000	1.164946
29.802000	0.750925
29.803000	0.593172
29.804000	0.482745
29.805000	0.637279
29.806000	1.189092
29.807000	0.835275
29.808000	1.039066
29.809000	0.456990
29.810000	1.489467
29.811000	1.948238
29.812000	2.973311
29.813000	3.120439
29.814000	1.153356
29.815000	1.972384
29.816000	3.501300
29.817000	1.421858
29.818000	0.739657
29.819000	0.352680
29.820000	0.271549
29.821000	0.201365
29.822000	0.565485
29.823000	0.572890
29.824000	0.679132
29.825000	0.473731
29.826000	0.429624
29.827000	0.395820
29.828000	0.523632
29.829000	0.310183
29.830000	0.407732
29.831000	0.686214
29.832000	0.580938
29.833000	0.419322
29.834000	0.451517
29.835000	0.602831
29.836000	0.292154
29.837000	0.496267
29.838000	0.658849
29.839000	2.322338
29.840000	1.660742
29.841000	0.456346
29.842000	0.299559
29.843000	0.726458
29.844000	0.345919
29.845000	0.891937
29.846000	1.715472
29.847000	1.901556
29.848000	1.432161
29.849000	0.650157
29.850000	0.838816
29.851000	0.220360
29.852000	0.275091
29.853000	0.416103
29.854000	0.938941
29.855000	1.010735
29.856000	0.452804
29.857000	0.989165
29.858000	1.865820
29.859000	2.781110
29.860000	3.416629
29.861000	3.091786
29.862000	2.322660
29.863000	0.992384
29.864000	0.432200
29.865000	1.167844
29.866000	0.626333
29.867000	1.326563
29.868000	2.383508
29.869000	2.467857
29.870000	2.902161
29.871000	1.832660
29.872000	1.019105
29.873000	0.347528
29.874000	0.735472
29.875000	0.281530
29.876000	1.349099
29.877000	2.994881
29.878000	4.261734
29.879000	5.526977
29.880000	4.452647
29.881000	1.172029
29.882000	1.040998
29.883000	3.584040
29.884000	4.554704
29.885000	3.651005
29.886000	3.368659
29.887000	3.833547
29.888000	3.226037
29.889000	1.426688
29.890000	1.429263
29.891000	0.765413
29.892000	1.905742
29.893000	2.440814
29.894000	2.849040
29.895000	3.266924
29.896000	3.201892
29.897000	1.531964
29.898000	0.366201
29.899000	0.301812
29.900000	1.659776
29.901000	1.184263
29.902000	1.210019
29.903000	0.486287
29.904000	0.757364
29.905000	1.738330
29.906000	1.129211
29.907000	0.987555
29.908000	1.963370
29.909000	2.030334
29.910000	2.010052
29.911000	2.120479
29.912000	0.687824
29.913000	2.155893
29.914000	2.303343
29.915000	1.327851
29.916000	1.114723
29.917000	0.708751
29.918000	0.825939
29.919000	0.477916
29.920000	0.647259
29.921000	0.282496
29.922000	1.382903
29.923000	1.797246
29.924000	1.057095
29.925000	0.281208
29.926000	0.631484
29.927000	0.258028
29.928000	0.415781
29.929000	0.351070
29.930000	1.026510
29.931000	1.275052
29.932000	1.778251
29.933000	2.375137
29.934000	2.890893
29.935000	1.232233
29.936000	0.268652
29.937000	1.861957
29.938000	4.109776
29.939000	3.338718
29.940000	2.159112
29.941000	1.055807
29.942000	1.031339
29.943000	0.874552
29.944000	3.572772
29.945000	3.166156
29.946000	2.777890
29.947000	2.528383
29.948000	2.865781
29.949000	2.924053
29.950000	2.974277
29.951000	2.276944
29.952000	1.226438
29.953000	0.458277
29.954000	2.199033
29.955000	1.338475
29.956000	0.391957
29.957000	0.858777
29.958000	2.161044
29.959000	2.657805
29.960000	2.788836
29.961000	3.417273
29.962000	3.372200
29.963000	2.126274
29.964000	0.457312
29.965000	1.939546
29.966000	2.488784
29.967000	2.252154
29.968000	1.563514
29.969000	2.766944
29.970000	2.265676
29.971000	1.354250
29.972000	1.711931
29.973000	1.392240
29.974000	1.101845
29.975000	1.023291
29.976000	1.661707
29.977000	2.071865
29.978000	2.105669
29.979000	2.021964
29.980000	1.791451
29.981000	2.220926
29.982000	2.482989
29.983000	1.942443
29.984000	2.193238
29.985000	1.245433
29.986000	0.607016
29.987000	1.251228
29.988000	0.274125
29.989000	0.372640
29.990000	1.972384
29.991000	2.712857
29.992000	2.218350
29.993000	1.571885
29.994000	0.942483
29.995000	0.265433
29.996000	0.221648
29.997000	0.379401
29.998000	1.181688
29.999000	1.690038
30.000000	1.730925
30.001000	1.855840
30.002000	1.924414
30.003000	1.406405
30.004000	4.481622
30.005000	4.337069
30.006000	3.560860
30.007000	3.458482
30.008000	0.630840
30.009000	1.083172
30.010000	4.000315
30.011000	6.633180
30.012000	6.469954
30.013000	6.547864
30.014000	4.985144
30.015000	3.085669
30.016000	1.349421
30.017000	0.338514
30.018000	1.106031
30.019000	1.206477
30.020000	2.261813
30.021000	2.651044
30.022000	2.414092
30.023000	1.729316
30.024000	1.689073
30.025000	1.102811
30.026000	2.029690
30.027000	2.624644
30.028000	2.676799
30.029000	2.172956
30.030000	0.382942
30.031000	0.714224
30.032000	1.318192
30.033000	0.900308
30.034000	0.990452
30.035000	1.879986
30.036000	3.527378
30.037000	3.091464
30.038000	1.974316
30.039000	1.269579
30.040000	0.389703
30.041000	1.640781
30.042000	1.712575
30.043000	3.591123
30.044000	5.634829
30.045000	5.048567
30.046000	3.643600
30.047000	2.923087
30.048000	0.835597
30.049000	0.857489
30.050000	2.668429
30.051000	4.901760
30.052000	5.606820
30.053000	6.084264
30.054000	4.067601
30.055000	3.360610
30.056000	2.318797
30.057000	0.316622
30.058000	0.690400
30.059000	1.653981
30.060000	1.160761
30.061000	1.594099
30.062000	1.952745
30.063000	2.414736
30.064000	3.209296
30.065000	4.471964
30.066000	4.764290
30.067000	4.795197
30.068000	4.374415
30.069000	1.709999
30.070000	0.266398
30.071000	1.222897
30.072000	3.723120
30.073000	4.372161
30.074000	5.489954
30.075000	5.810933
30.076000	5.200525
30.077000	3.176780
30.078000	0.924454
30.079000	0.271871
30.080000	1.581543
30.081000	1.943087
30.082000	1.947916
30.083000	1.644000
30.084000	1.489145
30.085000	1.024578
30.086000	1.240925
30.087000	1.505564
30.088000	1.689717
30.089000	1.365518
30.090000	1.117942
30.091000	0.284105
30.092000	0.248369
30.093000	0.289256
30.094000	0.462463
30.095000	0.650479
30.096000	0.548422
30.097000	1.022647
30.098000	0.928961
30.099000	0.495945
30.100000	0.565485
30.101000	1.120518
30.102000	0.456346
30.103000	0.406122
30.104000	0.342377
30.105000	0.291832
30.106000	0.400649
30.107000	0.482423
30.108000	0.371996
30.109000	0.447009
30.110000	0.490794
30.111000	1.466931
30.112000	1.479487
30.113000	0.333363
30.114000	0.871977
30.115000	1.583475
30.116000	1.216780
30.117000	0.775071
30.118000	0.264467
30.119000	0.487253
30.120000	0.670761
30.121000	0.716155
30.122000	0.621504
30.123000	0.262535
30.124000	0.625367
30.125000	0.555183
30.126000	0.773140
30.127000	0.948599
30.128000	0.452161
30.129000	0.236136
30.130000	0.247082
30.131000	0.229053
30.132000	0.270584
30.133000	0.276701
30.134000	0.241287
30.135000	0.398718
30.136000	0.550354
30.137000	0.502706
30.138000	0.383908
30.139000	0.694907
30.140000	0.689434
30.141000	0.527496
30.142000	0.495945
30.143000	0.301812
30.144000	0.338836
30.145000	0.332397
30.146000	0.270906
30.147000	0.321129
30.148000	0.447653
30.149000	0.496589
30.150000	0.252233
30.151000	0.374894
30.152000	0.658849
30.153000	0.353002
30.154000	0.316300
30.155000	0.515262
30.156000	0.234848
30.157000	0.249979
30.158000	0.304066
30.159000	0.352680
30.160000	0.241609
30.161000	0.530393
30.162000	0.584802
30.163000	0.462785
30.164000	0.447331
30.165000	0.406122
30.166000	0.341090
30.167000	0.251911
30.168000	0.232594
30.169000	0.231306
30.170000	0.265754
30.171000	0.304066
30.172000	0.431878
30.173000	0.483067
30.174000	0.432844
30.175000	0.315656
30.176000	0.426083
30.177000	0.554861
30.178000	0.387772
30.179000	0.516871
30.180000	0.507213
30.181000	0.518481
30.182000	0.210380
30.183000	0.314690
30.184000	0.254808
30.185000	0.406766
30.186000	0.509789
30.187000	0.759940
30.188000	0.584480
30.189000	0.636313
30.190000	0.710038
30.191000	0.344309
30.192000	0.251589
30.193000	0.263823
30.194000	0.471477
30.195000	0.584480
30.196000	0.698448
30.197000	0.598002
30.198000	0.541017
30.199000	0.671083
30.200000	0.809519
30.201000	0.694907
30.202000	0.448619
30.203000	0.247404
30.204000	0.446044
30.205000	0.702956
30.206000	0.692009
30.207000	0.492404
30.208000	0.337870
30.209000	0.210702
30.210000	0.247726
30.211000	0.262535
30.212000	0.262213
30.213000	0.440571
30.214000	0.205229
30.215000	0.359440
30.216000	0.402903
30.217000	0.384874
30.218000	0.524920
30.219000	0.478882
30.220000	0.387128
30.221000	0.335938
30.222000	0.308895
30.223000	0.335295
30.224000	0.295695
30.225000	0.389703
30.226000	0.246438
30.227000	0.336260
30.228000	0.303422
30.229000	0.313402
30.230000	0.525242
30.231000	0.376182
30.232000	0.245150
30.233000	0.297627
30.234000	0.318553
30.235000	0.211990
30.236000	0.234848
30.237000	0.448941
30.238000	0.364270
30.239000	0.334651
30.240000	0.231628
30.241000	0.381011
30.242000	0.371352
30.243000	0.294086
30.244000	0.262213
30.245000	0.245150
30.246000	0.510754
30.247000	0.330465
30.248000	0.256740
30.249000	0.203941
30.250000	0.207804
30.251000	0.212955
30.252000	0.249335
30.253000	0.420288
30.254000	0.405479
30.255000	0.380045
30.256000	0.371996
30.257000	0.267364
30.258000	0.260281
30.259000	0.315012
30.260000	0.299881
30.261000	0.407732
30.262000	0.360406
30.263000	0.335616
30.264000	0.307607
30.265000	0.237745
30.266000	0.224546
30.267000	0.223902
30.268000	0.276379
30.269000	0.341733
30.270000	0.306320
30.271000	0.260925
30.272000	0.236136
30.273000	0.309539
30.274000	0.400327
30.275000	0.297305
30.276000	0.227765
30.277000	0.226799
30.278000	0.363626
30.279000	0.378435
30.280000	0.256740
30.281000	0.200722
30.282000	0.218751
30.283000	0.274125
30.284000	0.291832
30.285000	0.366201
30.286000	0.363304
30.287000	0.362982
30.288000	0.226799
30.289000	0.199756
30.290000	0.239355
30.291000	0.334651
30.292000	0.231628
30.293000	0.242252
30.294000	0.257062
30.295000	0.205229
30.296000	0.214565
30.297000	0.341733
30.298000	0.291188
30.299000	0.278632
30.300000	0.393245
30.301000	0.464716
30.302000	0.240965
30.303000	0.380367
30.304000	0.419966
30.305000	0.290866
30.306000	0.278954
30.307000	0.213921
30.308000	0.244828
30.309000	0.291510
30.310000	0.195249
30.311000	0.271871
30.312000	0.332719
30.313000	0.516549
30.314000	0.416103
30.315000	0.256740
